cod_municipio,municipio,latitud,longitud,altitud,tranquilidad,sanidad,educacion,transporte_conectividad,economia_empleo,bienestar,ocio_cultura,servicios,Indice_Global,Descripcion
164,El Atazar,40.93333,-3.466667,900.2352,107.0,0.0,0.20330759851708366,0.41737251337517733,0.2875259151865444,0.33400733042008524,0.11524423119742062,0.0,0.19392251267090163,"El Atazar es un municipio y localidad española de la Comunidad de Madrid. El término cuenta con una población de 107 habitantes (INE, 2022).​No se sabe con certeza el origen del nombre. Antiguamente era ""Latazar"", como se menciona en el Libro de la montería de Alfonso XI. Se atribuye una raíz celto-germánica e incluso vasca, aunque la mayoría se inclina por una procedencia árabe."
170,Batres,40.21029,-3.922307,603.6849,1957.0,0.1447489710940674,0.6188866722740006,0.049860369441111496,0.5349745835138426,0.14905165499786044,0.08502063173358237,0.08851299271361447,0.23872226796686852,"Batres es un municipio y localidad española del sur de la Comunidad de Madrid, a unos 44 kilómetros de la capital. El término municipal, que cuenta con una población de 1943 habitantes (INE 2024), es atravesado en dirección norte-sur por el río Guadarrama. El edificio más destacado de Batres sería la casa-fuerte o castillo de Batres, construido entre los siglos XV y XVI. Unas tres cuartas partes del término municipal se encuentran incluidas dentro del parque regional del Curso Medio del Río Guadarrama y su Entorno.El término municipal se ubica en el sur de la Comunidad de Madrid, en la parte central de la península ibérica. La localidad se encuentra en el punto kilométrico 35 de la carretera M-404 (Navalcarnero-Villarejo de Salvanés), a 44 kilómetros de la capital. El municipio limita al norte con Moraleja de Enmedio y al oeste con Navalcarnero y El Álamo. Por el este aparece Serranillos del Valle, pueblo que también lo bordea por el sur, junto con Carranque y Casarrubios del Monte, ambos en la provincia de Toledo. El río Guadarrama atraviesa en dirección norte-sur el término municipal de Batres, caracterizado, en el plano geológico, por la presencia de campiñas detríticas.
Batres está integrado en la Mancomunidad de Servicios del Suroeste de Madrid,​ organismo constituido en 1980, cuyo principal objetivo es la puesta en marcha de servicios comunes para las localidades de la comarca suroccidental de la Comunidad de Madrid. Además de Batres, están incluidos en esta mancomunidad los municipios de Griñón, Moraleja de Enmedio, Serranillos del Valle, Torrejón de la Calzada y Torrejón de Velasco.

El pueblo se encuentra en la latitud 40°13′ N y en la longitud 3°55′ O. Tiene una superficie de 21,58 km² y presenta una altitud media de 601 metros. Su término queda definido orográficamente por las campiñas del río Guadarrama, que configura diferentes cárcavas, entre las que sobresale la Cárcava del Arenal. Geológicamente, el municipio se encuentra enclavado en la depresión del Tajo, río del que es tributario el Guadarrama. Todos sus arroyos vierten en esta última corriente fluvial.
En lo que respecta a la vegetación, existen cuatro ecosistemas principales: los sotos y riberas del Guadarrama, los matorrales y pastizales, las masas mixtas de pino y encina (que aparecen fundamentalmente en el entorno del castillo) y los encinares, de carácter adehesado.

Batres se encuentra incluido en el parque regional del curso medio del río Guadarrama y su entorno, al que aporta el 75% de su término, esto es, un total de 1625,21 hectáreas. Es el municipio más meridional de este espacio natural protegido. La Cárcava del Arenal y el Monte de Batres también forman parte del citado parque regional.
El encinar más importante de su término es el denominado Monte de Batres, que figura con la categoría de máxima protección dentro del citado parque regional. En este enclave habita una importante fauna avícola, con especies de alto interés ecológico como el águila imperial, el águila real, el águila perdicera, el buitre negro, el elanio azul, el milano real, el halcón peregrino, el aguilucho pálido y el halcón abejero, esta última de paso.
El Monte de Batres también reúne aves esteparias, caso del sisón, el alcaraván y, ocasionalmente, la avutarda. También hay poblaciones de mochuelos y cernícalos y bandadas de jilgueros, pardillos, verderones y calandrias.
En lo que respecta a la climatología, Batres presenta un clima mediterráneo continentalizado, que, dada su ubicación en la depresión del Tajo, posee un carácter extremado."
186,Becerril de la Sierra,40.71638,-3.989412,1086.586,6553.0,0.8405257344679874,0.6644788393793496,0.13380461875696198,0.7178197400624835,0.6063591519969148,0.7032261623900429,0.8421519686458735,0.6440523165285162,"Becerril de la Sierra es un municipio y localidad española de la Comunidad de Madrid.Limita por el oeste con Navacerrada y Collado Mediano, por el este con El Boalo y por el sur con Moralzarzal y al sureste con El Boalo y Colmenar Viejo en el parque regional de la Cuenca Alta del Manzanares.
Está situado a 50 kilómetros de la capital de la Comunidad de Madrid.​"
199,Belmonte de Tajo,40.13364,-3.339654,732.0183,1919.0,0.12567324197203164,0.6414842472518215,0.14176990864834904,0.5148262387716067,0.7068613581801705,0.6931604614139707,0.2549547017991053,0.4398185940052936,"Belmonte de Tajo es un municipio y localidad española del sureste de la Comunidad de Madrid. El término municipal, ubicado en la comarca de Las Vegas y en la Alcarria de Chinchón, tiene una población de 1917 habitantes (INE 2024).En el pasado la localidad recibió nombres como «Pozuelo de Belmonte» (‘Poçuelo de Belmonte’) o «Pozuelo de la Soga», para pasar a denominarse «Belmonte» (o ‘Velmonte’) a comienzos del siglo XVII, tras su adquisición por el duque de Uceda.​
En el Diccionario geográfico-estadístico-histórico de España y sus posesiones de Ultramar aparece como «Belmonte de Tajo», si bien se menciona el nombre de «Pozuelo de la Soga» como una denominación vulgar con la que la villa era conocida.​ El municipio pasó a llamarse «Belmonte de Tajo ó Pozuelo de la Soga», nombre que perdió en la reforma de la nomenclatura municipal de 1916, al ser simplificado a «Belmonte de Tajo».​"
210,El Berrueco,40.88814,-3.561255,937.1234,828.0,0.12678125502339682,0.6438811269108693,0.11740665465909761,0.34515381877006124,0.7814081754946544,0.6316313173920793,0.0963137248289125,0.3917965818684387,"El Berrueco es un municipio y localidad española del norte de la Comunidad de Madrid, en la prolongación más oriental del macizo granítico de La Cabrera, entre dos alineaciones montañosas que las separa de las provincias limítrofes de Segovia y Guadalajara y a unos 65 km de Madrid.​El origen del término de El Berrueco, parece deberse según diferentes fuentes al cerro de granito que domina el núcleo de población por el norte. De hecho, la palabra berrueco, significa literalmente peñasco rocoso."
203,Berzosa del Lozoya,40.97594,-3.525082,1079.826,234.0,0.0,0.1052577463616097,0.4211364197530659,0.21172395907379415,0.24652130493261104,0.1215349590740199,0.10628936333837925,0.17320910750478286,"Berzosa de Lozoya es un municipio y localidad española del norte de la Comunidad de Madrid. El término cuenta con una población de 231 habitantes (INE 2024).El municipio está situado sobre un terreno muy abrupto, en la falda del Cerro de la Mujer Muerta, también llamada Peña de Cabra, en el macizo del Ayllón, bajo los picos Albirigoño, Peña Portilla y El Picazo. 

El término cuenta con una vegetación constituida por matorrales de jara y masas forestales de rebollos, con zonas de población de pino, sobre todo en las colinas que dominan el embalse de El Villar. También crece la encina.
Berzosa está bañada por el río Lozoya, el río Riato y el arroyo del barranco de la Hiena. Además, cuenta con las fuentes de Norteña y el Saz. El embalse de El Villar se asienta en parte del término municipal y es uno de los primeros que se construyeron en la zona para abastecer de agua a Madrid.
El municipio tiene una población de 234 habitantes, una extensión de 14,3 km² y una densidad de población de 16,36 hab/km²."
231,El Boalo,40.71746,-3.920084,953.0439,8548.0,0.1132872785893664,0.6605175157284325,0.1286011232901929,0.7460493464338458,0.5812540224446433,0.7072258144567188,0.5245060526853612,0.4944915933755087,"El Boalo (antiguamente referido como El Boalo-Cerceda-Mataelpino) es un municipio español de la comunidad autónoma de Madrid, a los pies de la vertiente meridional de la sierra de Guadarrama. El término municipal lo integran tres núcleos de población, El Boalo, Cerceda y Mataelpino. Cuenta con una población de 8547 habitantes (INE 2024).El origen del nombre de El Boalo se relaciona con el término boalaje, definido por el Diccionario de la lengua española de la Real Academia Española como dehesa boyal. En cuanto a Cerceda, su topónimo probablemente provenga del latín quercetum, que podría traducirse como encinar o lugar poblado de encinas. 
Por último, el nombre de Mataelpino parece ser una derivación de Matadelpino, contracción, a su vez, de Mata de pinos, expresión con la que los primeros habitantes de la localidad se referían al pequeño pinar existente junto a sus viviendas.
En su documentación oficial, página web y mensajes públicos, el ayuntamiento suele utilizar la denominación de El Boalo-Cerceda-Mataelpino para referirse al municipio, en lugar de la oficial El Boalo, dada la existencia de tres entidades de población muy diferenciadas. Este nombre se ha extendido a otras instancias, caso de algunas promociones turísticas realizadas por la Comunidad de Madrid."
246,Braojos,41.04005,-3.643112,1189.477,219.0,0.16194711769075867,0.7676097340865565,0.455868843238607,0.5361847264366466,0.33422071913850493,0.690617981764158,0.1844560595217939,0.4472721688395751,"Braojos es un municipio de España perteneciente a la Comunidad de Madrid. Está incluido en el área de influencia del puerto de Somosierra, paso tradicional del llamado ""Camino de Francia"", y en su término está también el puerto de Arcones. En 2024 contaba con una población de 200 habitantes."
259,Brea de Tajo,40.23012,-3.109499,722.8417,567.0,0.13786728307324156,0.6629653695306644,0.16588618513162862,0.3588229132872212,0.49885161104453146,0.10562553417099077,0.20639703191613237,0.3052022754506301,"Brea de Tajo es un municipio y localidad española de la Comunidad de Madrid. El término municipal, situado en la comarca de Las Vegas y en la Alcarria de Chinchón, tiene una población de 579 habitantes (INE 2024).Las armas del Ayuntamiento de Brea de Tajo se blasonan de la siguiente forma:"
262,Brunete,40.40554,-3.997736,654.7903,11263.0,0.6865331852724897,0.5574013457754917,0.06410810817406234,0.8175825733815143,0.7394693895473768,0.6832656678165796,0.7374439881014979,0.6122577511527162,"Brunete es un municipio y localidad española de la Comunidad de Madrid. El término municipal tiene una población de 11 300 habitantes (INE 2024).Se encuentra situado dentro de la corona metropolitana suroeste limitando con Villanueva de la Cañada, apenas a 2,5 km al norte, Boadilla del Monte al este, Villaviciosa de Odón y Sevilla la Nueva al sur y Quijorna al oeste. Está ubicado a unos 28 km al oeste de la capital del país.

Su término municipal tiene una forma casi circular, como corresponde a su pasado agropecuario (esta forma circular da origen a que se mantenga siempre una distancia mínima al centro poblado) y el relieve es prácticamente plano, con unos arroyos incipientes que drenan hacia el oeste (hacia la cuenca del Perales, afluente del Alberche) y hacia el este, directamente hacia el Guadarrama, estos últimos, con mayor pendiente, por la mayor profundidad del cauce del río. Ese drenaje a dos aguas deja una especie de lomo aplanado por el que se ha trazado la carretera M-600, de norte a sur, y que enlaza las poblaciones de Villanueva de la Cañada con Sevilla la Nueva pasando, evidentemente, por Brunete."
278,Buitrago del Lozoya,40.99368,-3.636723,977.8387,1970.0,0.9544680221130993,0.6328192328957443,0.1568705244375555,0.6482221419375069,0.7495966801157802,0.6837609291239034,0.7930984649755493,0.6598337136570198,"Buitrago del Lozoya es un municipio y localidad española del norte de la Comunidad de Madrid, situada a los pies de la sierra de Guadarrama. El municipio, que cuenta con una población de 1973 habitantes (INE 2024), recibe su nombre del río Lozoya, que circunda la localidad. Destaca por la conservación de su antiguo recinto amurallado y su casco urbano está declarado bien de interés cultural.El escudo heráldico y la bandera que representan al municipio fueron aprobados el 13 de febrero de 2002. El blasón que define al escudo es el siguiente:

 

La descripción textual de la bandera es la siguiente:"
284,Bustarviejo,40.85811,-3.70969,1217.359,2833.0,0.10626717353973017,0.6352583335529606,0.12851602452058158,0.5738066277454423,0.2336133470030537,0.7012839184631113,0.6925077590838218,0.4387504548441002,"Bustarviejo es un municipio y villa española de la Comunidad de Madrid. Bustarviejo se asienta en las faldas de la sierra de Guadarrama, en su vertiente meridional. Junto a las montañas, y con un valle frondoso, dista unos 60 km de Madrid.
En otros tiempos villa rica y de gran importancia en la zona, fue perdiendo poder y prácticamente fue olvidado por los capitalinos, hasta que fue redescubierto como lugar de veraneo. Precisamente, ese ""olvido"" fue el que le hizo conservar el carácter de pueblo serrano. Sin embargo, en las últimas décadas del siglo XX, al igual que en gran parte de la Sierra, se vivió un auge en la construcción de chalés y pisos, esencialmente como segunda residencia.El origen del nombre de Bustarviejo es desconocido. Según la teoría más extendida Bustar proviene del latín bos-stare («dehesa o pastizal de bueyes»), al igual que «bostar», palabra que sí aparece en el diccionario de la RAE y significa «boyera». Corral o establo donde se recogen los bueyes». Siguiendo esta misma línea, Joan Corominas afirma en su obra Diccionario crítico etimológico castellano e hispánico que:

 

Otra teoría indica una posible procedencia vasca del nombre. Bustar podría significar entonces «lugar de fuego».​ Aunque, es cierto que en el pueblo hay apellidos de origen vasco, y es mucho más probable que la primera teoría sea la correcta. Así, en documentos fechados en 1324 y 1352, se pueden encontrar pleitos por las tierras en las que pastaban los bueyes de la, entonces, aldea. En el de 1352, se confirma que las tierras de Bustarviejo eran dehesas «aboyadas y auténticas», es decir, dedicadas únicamente a la cría de bueyes. Estos documentos parecen confirmar entonces la teoría inicial.​ Es reseñable el hecho de que la presencia de dos bueyes en el escudo de Bustarviejo se decidió sobre la base de la mayor aceptación que tiene la primera teoría (véase la sección Símbolos).
Por último, el sufijo «viejo» se refiere a los remotos orígenes del lugar, con presencia visigoda y romana. Es destacable que esta terminación forma parte de su nombre desde la repoblación que siguió a la Reconquista. En definitiva, Bustarviejo vendría a significar «antigua dehesa o pastizal de bueyes».
Otras teorías más descabelladas indican que el nombre provendría de un supuesto moro que era viejo y se llamaba Bustar. Del mismo modo el pueblo vecino, Valdemanco, habría sido fundado por otro moro que se llamaba Valdés y era manco. Por ser ilógicas y carecer de sentido alguno, no se deben tener en cuenta.​"
297,Cabanillas de la Sierra,40.81968,-3.626066,921.8676,949.0,0.30703379082040205,0.6847618718779812,0.17696706349915875,0.5798415034842006,0.8329725052510456,0.10547292917151899,0.44872333209332727,0.44796757088537636,"Cabanillas de la Sierra es un municipio y localidad española de la Comunidad de Madrid. El término municipal, con una población de 941 habitantes (INE 2024), se extiende sobre un terreno poco accidentado, a una altitud de entre 900 y 1000 m sobre el nivel del mar, siendo una pequeña estribación rocosa de la Cuerda Larga, apéndice montañoso de la sierra de Guadarrama.Cabanillas de la Sierra pertenece a la comarca de la Sierra de La Cabrera, limitando con Navalafuente, Valdemanco, La Cabrera, Redueña y Venturada."
301,La Cabrera,40.86399,-3.615572,1040.395,2952.0,0.9647627869170925,0.6091627010352242,0.08089281330400691,0.6180078152679909,0.7208798043179622,0.692881281060082,0.9112286222560863,0.656830832022635,"La Cabrera es un municipio y localidad española de la Comunidad de Madrid. Ubicado en el norte de la comunidad autónoma, al sur de la sierra homónima, el término municipal cuenta con una población de 2922 habitantes (INE 2024).El municipio de La Cabrera se encuentra ubicado en la comarca de la Sierra Norte de Madrid, a unos 56 km de Madrid. Limita al norte con Lozoyuela-Navas-Sieteiglesias, al este con El Berrueco, al sur con Cabanillas de la Sierra, Redueña y Torrelaguna, y al oeste con Valdemanco.
Por el municipio pasa la antigua N-1, carretera radial que une Madrid con Irún y Francia y que fue desdoblada en la A-1, actual ruta europea E05.
La orografía caracteriza a este municipio, con especial significación de la sierra de La Cabrera, que se establece como límite natural al norte. Esta Sierra la abriga en su mayor parte al municipio de La Cabrera, aunque también alcanza a los municipios de Valdemanco y Lozoyuela. El núcleo urbano se sitúa en la parte más oriental de la sierra de La Cabrera con una altitud sobre el nivel del mar de unos 1038 m. Un macizo granítico de origen paleozoico configura un escenario berroqueño de rocas de granito y granodiorita. En su medio físico destacan especialmente las cumbres de Cancho Gordo (1564 m), Pico del Miel (1392 m) y el Cerro de La Cabeza (1247 m); así como sus arroyos y fuentes, entre los que destaca el arroyo del Alfrecho que vierte sus aguas al río Jarama. 
Entre su flora predominan árboles y matorrales de la ladera sur de la sierra, como jarales, melojos, encinas, chopos o sauces."
